Accounting-Control-Number-Numéro-contrôle-comptable,Journal-Voucher-Type-Code-Code-du-type-de-pièce-de-journal,Fiscal-Year-Année-Fiscale,Journal-Voucher-Identifier-Identificateur-de-la-pièce-de-journal,Accounting-Effective-Date-Date-d'entrée-en-vigueur-comptable,DepartmentNumber-Numéro-de-Ministère,Fiscal-Month-Mois-Fiscal,Journal-Voucher-Item-Identifier-Identificateur-de-l'item-de-la-pièce-de-journal,Financial-Coding-Block-Bloc-de-codage-financier,Subleger-Account-Identifier-Compte-du-grand-livre-auxiliaire,Credit/Debit-Code-Code-Crédit/Débit,Journal-Voucher-Item-Amount-Montant-de-l'item-de-la-pièce-de-journal,Control-Data-Type-Type-de-données-de-contrôle,Accounting-Summary-Transaction-Line-Count-Sommaire-comptable-transaction-compte-ligne,GBS-Control-Number-Numéro-de-contrôle-du-SBG,General-Ledger-Account-Code-Code-du-compte-du-grand-livre-général
202523300067,JVEFI,2025/2026,,2025-08-21,005,05,1,,0050054,DR,7605.24,CMC,2,202523300157831,
202523300068,JVEFI,2025/2026,,2025-08-21,022,05,1,,0229000,DR,980.41,CMC,1,202523300157837,
202523300069,JVEFI,2025/2026,,2025-08-21,119,05,1,,1190001,DR,786.64,CMC,1,202523300157840,
202523300070,JVEFR,2025/2026,,2025-08-20,005,05,1,,0050054,DR,1144.56,CME,1,202523200157758,
202523300071,JVFID,2025/2026,,2025-08-21,097,05,1,,,DR,100.06,JMU,1,202523300157839,
202523300072,JVFIR,2025/2026,,2025-08-21,097,05,1,,,DR,7353929.00,JMT,1,202523300157838,
202523300073,JVFIR,2025/2026,,2025-08-21,097,05,1,,,DR,15617822.92,JMT,1,202523300157838,
202523300074,JVFIR,2025/2026,,2025-08-21,097,05,1,,,DR,45310888.39,JMT,1,202523300157838,
202523300075,JVIVI,2025/2026,,2025-08-21,006,05,1,,0060000,DR,13768.40,CMD,3,202523300157832,
202523300076,JVIVR,2025/2026,,2025-08-20,006,05,1,,0060000,CR,535.72,CMF,1,202523200157759,
202523300077,TDINT,2025/2026,,2025-08-20,006,05,1,,0060000,CR,2941205.47,COQ,22,202523200157762,
202523300078,TI001,2025/2026,,2025-08-20,097,05,1,,,DR,2000000000.00,JOM,3,202523200157788,
202523300079,TI003,2025/2026,,2025-08-20,097,05,1,,,DR,6000000000.00,JOO,3,202523200157789,
202523300080,TI010,2025/2026,,2025-08-20,097,05,1,,,DR,1200000000.00,JOL,4,202523200157782,
202523300081,TI219,2025/2026,,2025-08-20,097,05,1,,,DR,150000000.00,JOS,1,202523200157790,
202523300082,TI815,2025/2026,,2025-08-20,097,05,1,,,DR,900000000.00,JOT,2,202523200157791,
202523300083,TI999,2025/2026,,2025-08-20,097,05,1,,,DR,2150000000.00,JOY,4,202523200157792,
202523300084,TM001,2025/2026,,2025-08-20,097,05,1,,,DR,2363278000.00,JPE,4,202523200157794,
202523300085,TM002,2025/2026,,2025-08-20,097,05,1,,,DR,1931818000.00,JPF,1,202523200157795,
202523300086,TM003,2025/2026,,2025-08-20,097,05,1,,,DR,1560129000.00,JPG,2,202523200157796,
202523300087,TM004,2025/2026,,2025-08-20,097,05,1,,,DR,1143701000.00,JPH,2,202523200157797,
202523300088,TM010,2025/2026,,2025-08-20,097,05,1,,,DR,1596492000.00,JPD,3,202523200157793,
202523300089,TM219,2025/2026,,2025-08-20,097,05,1,,,DR,150000000.00,JPK,1,202523200157798,
202523300090,TM815,2025/2026,,2025-08-20,097,05,1,,,DR,893701000.00,JPL,2,202523200157799,
202523300091,TM869,2025/2026,,2025-08-20,097,05,1,,,DR,509091000.00,JPM,2,202523200157800,
202523300092,TM999,2025/2026,,2025-08-20,097,05,1,,,DR,2851790000.00,JPQ,5,202523200157801,
202523400000,CRCPA,2025/2026,,2025-08-22,006,05,1,8761000,0060000,DR,48.57,COK,1,202523400157842,
202523400001,CRCPA,2025/2026,,2025-08-22,006,05,1,8761000,0060000,DR,34.88,COK,1,202523400157842,
202523400002,CRCPA,2025/2026,,2025-08-22,006,05,1,8761000,0060000,DR,34.88,COK,1,202523400157842,
202523400003,EPAYR,2025/2026,,2025-08-21,097,05,1,,,DR,2236210.10,JMR,17,202523300157869,
202523400004,JVBDP,2025/2026,,2025-08-21,097,05,1,,,DR,8221908268.33,JMY,57,202523300157871,
202523400005,JVBRT,2025/2026,,2025-08-21,006,05,1,,0060000,DR,323440000.00,CMT,1,202523300157846,
202523400006,JVRDI,2025/2026,,2025-08-21,006,05,1,,0060000,DR,1405030730.86,CMI,12,202523300157845,
202523400007,JVRGI,2025/2026,,2025-08-21,097,05,1,,,DR,1151444763.42,JMG,49,202523300157867,
202523400008,RDBOA,2025/2026,,2025-08-21,097,05,1,,,DR,68420664.55,JND,3,202523300157872,
202523400009,JVLVP,2025/2026,,2025-08-21,097,05,1,,,DR,7839356829.07,JML,2,202523300157868,
202523400010,ADEPT,2025/2026,,2025-08-21,014,05,1,,0140854,DR,3000.00,COK,1,202523300157848,
202523400011,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147002,DR,713.34,COK,1,202523300157849,
202523400012,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147004,DR,6797.43,COK,8,202523300157850,
202523400013,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147005,DR,4200.90,COK,5,202523300157851,
202523400014,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147006,DR,4147.71,COK,4,202523300157852,
202523400015,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147007,DR,1793.64,COK,3,202523300157853,
202523400016,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147010,DR,1355.35,COK,2,202523300157854,
202523400017,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147011,DR,6007.28,COK,5,202523300157855,
202523400018,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147022,DR,605.33,COK,1,202523300157856,
202523400019,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147025,DR,3422.94,COK,7,202523300157857,
202523400020,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147026,DR,348.89,COK,1,202523300157858,
202523400021,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147027,DR,3110.60,COK,7,202523300157859,
202523400022,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147029,DR,1292.19,COK,1,202523300157860,
202523400023,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147030,DR,7981.69,COK,7,202523300157861,
202523400024,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147031,DR,5392.76,COK,9,202523300157862,
202523400025,ADEPT,2025/2026,,2025-08-21,014,05,1,,0147036,DR,968.83,COK,2,202523300157863,
202523400026,ADEPT,2025/2026,,2025-08-21,014,05,1,,0148460,DR,1425.00,COK,1,202523300157864,
202523400027,ADEPT,2025/2026,,2025-08-21,014,05,1,,0148488,DR,696.00,COK,1,202523300157865,
202523400028,ADEPT,2025/2026,,2025-08-21,122,05,1,,1220581,DR,145.44,COK,2,202523300157887,
202523400029,ADEPT,2025/2026,,2025-08-21,122,05,1,,1220583,DR,72.57,COK,1,202523300157888,
202523400030,ADEPT,2025/2026,,2025-08-21,122,05,1,,1221490,DR,161.02,COK,1,202523300157889,
202523400031,ADEPT,2025/2026,,2025-08-21,122,05,1,,1221494,DR,462.24,COK,2,202523300157890,
202523400032,ADEPT,2025/2026,,2025-08-21,122,05,1,,1221497,DR,69.00,COK,1,202523300157891,
202523400033,ADEPT,2025/2026,,2025-08-21,122,05,1,,1221500,DR,192.11,COK,2,202523300157892,
202523400034,ADEPT,2025/2026,,2025-08-21,122,05,1,,1221585,DR,853.75,COK,2,202523300157893,
202523400035,ADEPT,2025/2026,,2025-08-21,122,05,1,,1221587,DR,132.62,COK,1,202523300157894,
202523400036,ADEPT,2025/2026,,2025-08-21,122,05,1,,1221887,DR,257.37,COK,1,202523300157895,
202523400037,ADEPT,2025/2026,,2025-08-21,122,05,1,,1223715,DR,100.00,COK,1,202523300157897,
202523400038,ADEPT,2025/2026,,2025-08-21,122,05,1,,1223728,DR,316.00,COK,2,202523300157898,
202523400039,ADEPT,2025/2026,,2025-08-21,122,05,1,,1223822,DR,175.10,COK,1,202523300157899,
202523400040,ADEPT,2025/2026,,2025-08-21,122,05,1,,1224391,DR,459.25,COK,1,202523300157900,
202523400041,ADEPT,2025/2026,,2025-08-21,122,05,1,,1224394,DR,155.16,COK,2,202523300157901,
202523400042,ADEPT,2025/2026,,2025-08-21,122,05,1,,1224396,DR,323.00,COK,2,202523300157902,
202523400043,ADEPT,2025/2026,,2025-08-21,122,05,1,,1224397,DR,459.25,COK,1,202523300157903,
202523400044,ADEPT,2025/2026,,2025-08-21,122,05,1,,1228893,DR,1403.82,COK,1,202523300157904,
202523400045,DOMFR,2025/2026,,2025-08-21,014,05,1,,0148460,CR,1360.00,COK,2,202523300157864,
202523400046,DOMFR,2025/2026,,2025-08-21,122,05,1,,1222509,CR,20.07,COK,1,202523300157896,
202523400047,JVEFI,2025/2026,,2025-08-22,041,05,1,,0410900,DR,1544.84,CMC,1,202523400157911,
202523400048,JVEFI,2025/2026,,2025-08-22,018,05,1,,0180114,CR,797.89,CMC,1,202523400157909,
202523400049,JVEFI,2025/2026,,2025-08-22,018,05,1,,0189518,DR,923.42,CMC,1,202523400157910,
202523400050,JVEFI,2025/2026,,2025-08-22,005,05,1,,0050054,DR,4383.58,CMC,6,202523400157907,
202523400051,JVEFI,2025/2026,,2025-08-22,165,05,1,,1651651,DR,2825.18,CMC,1,202523400157913,
202523400052,JVFIR,2025/2026,,2025-08-22,097,05,1,,,DR,3275383.63,JMT,1,202523400157912,
202523400053,JVFIR,2025/2026,,2025-08-22,097,05,1,,,DR,5070217.30,JMT,1,202523400157912,
202523400054,JVFIR,2025/2026,,2025-08-22,097,05,1,,,DR,44281878.72,JMT,1,202523400157912,
202523400055,JVFRD,2025/2026,,2025-08-21,097,05,1,,,DR,849.71,JMV,1,202523300157870,
202523400056,JVIVI,2025/2026,,2025-08-22,006,05,1,,0060000,DR,12382.98,CMD,3,202523400157908,
202523400057,JVIVR,2025/2026,,2025-08-21,006,05,1,,0060000,CR,489.41,CMF,1,202523300157844,
202523400058,TDINT,2025/2026,,2025-08-21,006,05,1,,0060000,CR,2922164.37,COQ,20,202523300157847,
202523400059,TI001,2025/2026,,2025-08-21,097,05,1,,,DR,500000000.00,JOM,1,202523300157873,
202523400060,TI003,2025/2026,,2025-08-21,097,05,1,,,DR,3000000000.00,JOO,3,202523300157874,
202523400061,TI004,2025/2026,,2025-08-21,097,05,1,,,DR,1300000000.00,JOP,3,202523300157875,
202523400062,TI010,2025/2026,,2025-08-21,097,05,1,,,DR,700000000.00,JOL,2,202523300157866,
202523400063,TI219,2025/2026,,2025-08-21,097,05,1,,,DR,150000000.00,JOS,1,202523300157876,
202523400064,TI869,2025/2026,,2025-08-21,097,05,1,,,DR,200000000.00,JOU,1,202523300157877,
202523400065,TI999,2025/2026,,2025-08-21,097,05,1,,,DR,800000000.00,JOY,2,202523300157878,
202523400066,TM001,2025/2026,,2025-08-21,097,05,1,,,DR,2250000000.00,JPE,3,202523300157880,
202523400067,TM003,2025/2026,,2025-08-21,097,05,1,,,DR,3000000000.00,JPG,2,202523300157881,
202523400068,TM004,2025/2026,,2025-08-21,097,05,1,,,DR,750000000.00,JPH,1,202523300157882,
202523400069,TM010,2025/2026,,2025-08-21,097,05,1,,,DR,1800000000.00,JPD,3,202523300157879,
202523400070,TM219,2025/2026,,2025-08-21,097,05,1,,,DR,150000000.00,JPK,1,202523300157883,
202523400071,TM815,2025/2026,,2025-08-21,097,05,1,,,DR,1300000000.00,JPL,3,202523300157884,
202523400072,TM869,2025/2026,,2025-08-21,097,05,1,,,DR,300000000.00,JPM,1,202523300157885,
202523400073,TM999,2025/2026,,2025-08-21,097,05,1,,,DR,2400000000.00,JPQ,6,202523300157886,
202523400074,RGEPA,2025/2026,,2025-08-20,097,05,1,,,DR,3196674587.70,JMZ,1,202523200157843,
202523700000,EPAYR,2025/2026,,2025-08-22,097,05,1,,,DR,2118670.86,JMR,13,202523400157944,
202523700001,JVBDP,2025/2026,,2025-08-22,097,05,1,,,DR,9949430920.86,JMY,59,202523400157945,
202523700002,JVBRT,2025/2026,,2025-08-22,006,05,1,,0060000,DR,149560000.00,CMT,1,202523400157916,
202523700003,JVRDI,2025/2026,,2025-08-22,006,05,1,,0060000,DR,35600.23,CMI,11,202523400157915,
202523700004,JVRGI,2025/2026,,2025-08-22,097,05,1,,,DR,911245663.38,JMG,46,202523400157942,
202523700005,RDBOA,2025/2026,,2025-08-22,097,05,1,,,DR,52648744.76,JND,3,202523400157946,
202523700006,JVLVP,2025/2026,,2025-08-22,097,05,1,,,DR,320357788.48,JML,2,202523400157943,
202523700007,ADEPT,2025/2026,,2025-08-22,014,05,1,,0140817,DR,3000.00,COK,2,202523400157918,
202523700008,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147003,DR,784.67,COK,1,202523400157919,
202523700009,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147004,DR,28676.98,COK,25,202523400157920,
202523700010,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147005,DR,8544.28,COK,10,202523400157921,
202523700011,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147006,DR,1959.45,COK,2,202523400157922,
202523700012,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147007,DR,3489.58,COK,3,202523400157923,
202523700013,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147008,DR,3382.96,COK,3,202523400157924,
202523700014,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147010,DR,3901.01,COK,3,202523400157925,
202523700015,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147011,DR,9884.63,COK,8,202523400157926,
202523700016,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147012,DR,1451.14,COK,1,202523400157927,
202523700017,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147020,DR,332.74,COK,1,202523400157928,
202523700018,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147021,DR,549.14,COK,1,202523400157929,
202523700019,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147022,DR,67.66,COK,1,202523400157930,
202523700020,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147023,DR,2632.00,COK,3,202523400157931,
202523700021,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147025,DR,6884.05,COK,10,202523400157932,
202523700022,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147026,DR,716.30,COK,2,202523400157933,
202523700023,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147027,DR,4723.54,COK,9,202523400157934,
202523700024,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147030,DR,1717.97,COK,3,202523400157935,
202523700025,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147031,DR,5750.51,COK,9,202523400157936,
202523700026,ADEPT,2025/2026,,2025-08-22,014,05,1,,0147510,DR,1354.69,COK,1,202523400157937,
202523700027,ADEPT,2025/2026,,2025-08-22,014,05,1,,0148460,DR,337.00,COK,1,202523400157938,
202523700028,ADEPT,2025/2026,,2025-08-22,014,05,1,,0148488,DR,1921.00,COK,2,202523400157939,
202523700029,ADEPT,2025/2026,,2025-08-22,018,05,1,,0188743,DR,4200.64,COK,1,202523400157940,
202523700030,ADEPT,2025/2026,,2025-08-22,122,05,1,,1221490,DR,150.67,COK,3,202523400157962,
202523700031,ADEPT,2025/2026,,2025-08-22,122,05,1,,1221493,DR,225.50,COK,1,202523400157963,
202523700032,ADEPT,2025/2026,,2025-08-22,122,05,1,,1221494,DR,825.93,COK,9,202523400157964,
202523700033,ADEPT,2025/2026,,2025-08-22,122,05,1,,1221495,DR,339.24,COK,1,202523400157965,
202523700034,ADEPT,2025/2026,,2025-08-22,122,05,1,,1221497,DR,364.75,COK,3,202523400157966,
202523700035,ADEPT,2025/2026,,2025-08-22,122,05,1,,1221500,DR,116.75,COK,1,202523400157967,
202523700036,ADEPT,2025/2026,,2025-08-22,122,05,1,,1221560,DR,4938.80,COK,1,202523400157968,
202523700037,ADEPT,2025/2026,,2025-08-22,122,05,1,,1221570,DR,214.72,COK,2,202523400157969,
202523700038,ADEPT,2025/2026,,2025-08-22,122,05,1,,1221586,DR,143.88,COK,1,202523400157970,
202523700039,ADEPT,2025/2026,,2025-08-22,122,05,1,,1221587,DR,623.25,COK,2,202523400157971,
202523700040,ADEPT,2025/2026,,2025-08-22,122,05,1,,1221595,DR,386.00,COK,1,202523400157972,
202523700041,ADEPT,2025/2026,,2025-08-22,122,05,1,,1221887,DR,323.44,COK,1,202523400157973,
202523700042,ADEPT,2025/2026,,2025-08-22,122,05,1,,1221890,DR,1665.58,COK,1,202523400157974,
202523700043,ADEPT,2025/2026,,2025-08-22,122,05,1,,1222490,DR,15887.56,COK,2,202523400157975,
202523700044,ADEPT,2025/2026,,2025-08-22,122,05,1,,1222509,DR,75.19,COK,1,202523400157976,
202523700045,ADEPT,2025/2026,,2025-08-22,122,05,1,,1223716,DR,200.00,COK,3,202523400157977,
202523700046,ADEPT,2025/2026,,2025-08-22,122,05,1,,1224394,DR,548.00,COK,1,202523400157978,
202523700047,ADEPT,2025/2026,,2025-08-22,122,05,1,,1224396,DR,469.05,COK,3,202523400157979,
202523700048,ADEPT,2025/2026,,2025-08-22,122,05,1,,1224397,DR,212.30,COK,1,202523400157980,
202523700049,ADEPT,2025/2026,,2025-08-22,122,05,1,,1224826,DR,9460.82,COK,1,202523400157981,
202523700050,DOMFR,2025/2026,,2025-08-22,122,05,1,,1221887,CR,799.40,COK,1,202523400157973,
202523700051,DOMFR,2025/2026,,2025-08-22,122,05,1,,1224394,CR,337.50,COK,1,202523400157978,
202523700052,JVEFI,2025/2026,,2025-08-25,005,05,1,,0050050,DR,1750.55,CMC,1,202523700157982,
202523700053,JVEFI,2025/2026,,2025-08-25,005,05,1,,0050054,DR,2157.11,CMC,2,202523700157983,
202523700054,JVEFI,2025/2026,,2025-08-25,015,05,1,,0150001,DR,697.58,CMC,1,202523700157985,
202523700055,JVEFI,2025/2026,,2025-08-25,005,05,1,,0050054,CR,4060.42,CMC,1,202523700157983,
202523700056,JVEFI,2025/2026,,2025-08-25,018,05,1,,0180045,DR,3587.10,CMC,1,202523700157986,
202523700057,JVEFI,2025/2026,,2025-08-25,018,05,1,,0180125,DR,4821.30,CMC,2,202523700157987,
202523700058,JVEFI,2025/2026,,2025-08-25,018,05,1,,0181681,CR,505.99,CMC,1,202523700157988,
202523700059,JVEFI,2025/2026,,2025-08-25,018,05,1,,0182184,DR,28477.78,CMC,7,202523700157989,
202523700060,JVEFI,2025/2026,,2025-08-25,018,05,1,,0186369,DR,178.73,CMC,4,202523700157990,
202523700061,JVEFI,2025/2026,,2025-08-25,018,05,1,,0186399,DR,1257.06,CMC,1,202523700157991,
202523700062,JVEFI,2025/2026,,2025-08-25,018,05,1,,0186635,DR,1885.55,CMC,3,202523700157992,
202523700063,JVEFI,2025/2026,,2025-08-25,018,05,1,,0188160,CR,610.58,CMC,1,202523700157993,
202523700064,JVEFI,2025/2026,,2025-08-25,018,05,1,,0188407,DR,1350.59,CMC,2,202523700157994,
202523700065,JVEFI,2025/2026,,2025-08-25,018,05,1,,0189999,DR,23534.21,CMC,4,202523700157995,
202523700066,JVEFI,2025/2026,,2025-08-25,005,05,1,,0050054,DR,1175.82,CMC,2,202523700157983,
202523700067,JVEFI,2025/2026,,2025-08-25,034,05,1,,0340099,CR,1545.07,CMC,1,202523700157996,
202523700068,JVFID,2025/2026,,2025-08-25,097,05,1,,,DR,363.84,JMU,1,202523700157998,
202523700069,JVFIR,2025/2026,,2025-08-25,097,05,1,,,DR,4247111.10,JMT,1,202523700157997,
202523700070,JVFIR,2025/2026,,2025-08-25,097,05,1,,,DR,22706353.35,JMT,1,202523700157997,
202523700071,JVFIR,2025/2026,,2025-08-25,097,05,1,,,DR,2405782.14,JMT,1,202523700157997,
202523700072,JVIVI,2025/2026,,2025-08-25,006,05,1,,0060000,DR,12787.15,CMD,3,202523700157984,
202523700073,JVIVR,2025/2026,,2025-08-22,006,05,1,,0060000,DR,302.82,CMF,1,202523400157914,
202523700074,TDINT,2025/2026,,2025-08-22,006,05,1,,0060000,CR,2630739.72,COQ,21,202523400157917,
202523700075,TI001,2025/2026,,2025-08-22,097,05,1,,,DR,2667309000.00,JOM,5,202523400157947,
202523700076,TI003,2025/2026,,2025-08-22,097,05,1,,,DR,7808972000.00,JOO,4,202523400157948,
202523700077,TI004,2025/2026,,2025-08-22,097,05,1,,,DR,3789911000.00,JOP,4,202523400157949,
202523700078,TI010,2025/2026,,2025-08-22,097,05,1,,,DR,1714244000.00,JOL,4,202523400157941,
202523700079,TI219,2025/2026,,2025-08-22,097,05,1,,,DR,135673000.00,JOS,1,202523400157950,
202523700080,TI815,2025/2026,,2025-08-22,097,05,1,,,DR,805184000.00,JOT,2,202523400157951,
202523700081,TI869,2025/2026,,2025-08-22,097,05,1,,,DR,211765000.00,JOU,1,202523400157952,
202523700082,TI999,2025/2026,,2025-08-22,097,05,1,,,DR,2866942000.00,JOY,10,202523400157953,
202523700083,TM001,2025/2026,,2025-08-22,097,05,1,,,DR,2000000000.00,JPE,4,202523400157955,
202523700084,TM003,2025/2026,,2025-08-22,097,05,1,,,DR,3000000000.00,JPG,2,202523400157956,
202523700085,TM004,2025/2026,,2025-08-22,097,05,1,,,DR,700000000.00,JPH,1,202523400157957,
202523700086,TM010,2025/2026,,2025-08-22,097,05,1,,,DR,2300000000.00,JPD,4,202523400157954,
202523700087,TM219,2025/2026,,2025-08-22,097,05,1,,,DR,150000000.00,JPK,1,202523400157958,
202523700088,TM815,2025/2026,,2025-08-22,097,05,1,,,DR,500000000.00,JPL,1,202523400157959,
202523700089,TM869,2025/2026,,2025-08-22,097,05,1,,,DR,100000000.00,JPM,1,202523400157960,
202523700090,TM999,2025/2026,,2025-08-22,097,05,1,,,DR,4745000000.00,JPQ,7,202523400157961,
202523800000,EPAYR,2025/2026,,2025-08-25,097,05,1,,,DR,2860240.94,JMR,15,202523700158019,
202523800001,JVBDP,2025/2026,,2025-08-25,097,05,1,,,DR,2392298161.91,JMY,64,202523700158020,
202523800002,JVBRC,2025/2026,,2025-08-25,006,05,1,,0060000,DR,8112500.00,CMJ,1,202523700158001,
202523800003,JVBRT,2025/2026,,2025-08-25,006,05,1,,0060000,DR,60755000.00,CMT,1,202523700158002,
202523800004,JVRDI,2025/2026,,2025-08-25,006,05,1,,0060000,DR,2394.29,CMI,17,202523700158000,
202523800005,JVRGI,2025/2026,,2025-08-25,097,05,1,,,DR,714504805.19,JMG,44,202523700158017,
202523800006,RDBOA,2025/2026,,2025-08-25,097,05,1,,,DR,29436182.06,JND,3,202523700158021,
202523800007,JVLVP,2025/2026,,2025-08-25,097,05,1,,,DR,1250327311.76,JML,2,202523700158018,
202523800008,ADEPT,2025/2026,,2025-08-25,014,05,1,,0147004,DR,5133.52,COK,4,202523700158004,
202523800009,ADEPT,2025/2026,,2025-08-25,014,05,1,,0147005,DR,9394.89,COK,6,202523700158005,
202523800010,ADEPT,2025/2026,,2025-08-25,014,05,1,,0147006,DR,3496.78,COK,4,202523700158006,
202523800011,ADEPT,2025/2026,,2025-08-25,014,05,1,,0147010,DR,784.67,COK,1,202523700158007,
202523800012,ADEPT,2025/2026,,2025-08-25,014,05,1,,0147011,DR,4702.60,COK,5,202523700158008,
202523800013,ADEPT,2025/2026,,2025-08-25,014,05,1,,0147022,DR,2223.94,COK,2,202523700158009,
202523800014,ADEPT,2025/2026,,2025-08-25,014,05,1,,0147025,DR,2918.37,COK,4,202523700158010,
202523800015,ADEPT,2025/2026,,2025-08-25,014,05,1,,0147026,DR,602.82,COK,2,202523700158011,
202523800016,ADEPT,2025/2026,,2025-08-25,014,05,1,,0147031,DR,3689.31,COK,4,202523700158012,
202523800017,ADEPT,2025/2026,,2025-08-25,014,05,1,,0147036,DR,898.42,COK,1,202523700158013,
202523800018,ADEPT,2025/2026,,2025-08-25,014,05,1,,0148444,DR,2412.00,COK,1,202523700158014,
202523800019,ADEPT,2025/2026,,2025-08-25,014,05,1,,0148488,DR,1210.00,COK,1,202523700158015,
202523800020,ADEPT,2025/2026,,2025-08-25,122,05,1,,1220581,DR,599.28,COK,3,202523700158035,
202523800021,ADEPT,2025/2026,,2025-08-25,122,05,1,,1220583,DR,316.42,COK,4,202523700158036,
202523800022,ADEPT,2025/2026,,2025-08-25,122,05,1,,1221493,DR,741.60,COK,1,202523700158037,
202523800023,ADEPT,2025/2026,,2025-08-25,122,05,1,,1221494,DR,539.28,COK,3,202523700158038,
202523800024,ADEPT,2025/2026,,2025-08-25,122,05,1,,1221500,DR,105.83,COK,1,202523700158039,
202523800025,ADEPT,2025/2026,,2025-08-25,122,05,1,,1221560,DR,562.33,COK,1,202523700158040,
202523800026,ADEPT,2025/2026,,2025-08-25,122,05,1,,1221569,DR,20.98,COK,1,202523700158041,
202523800027,ADEPT,2025/2026,,2025-08-25,122,05,1,,1221887,DR,21.35,COK,1,202523700158042,
202523800028,ADEPT,2025/2026,,2025-08-25,122,05,1,,1224391,DR,202.25,COK,1,202523700158043,
202523800029,ADEPT,2025/2026,,2025-08-25,122,05,1,,1224796,DR,149.75,COK,1,202523700158044,
202523800030,JVEFI,2025/2026,,2025-08-26,005,05,1,,0050050,DR,1889.92,CMC,1,202523800158045,
202523800031,JVEFI,2025/2026,,2025-08-26,018,05,1,,0182184,CR,38065.03,CMC,3,202523800158048,
202523800032,JVEFI,2025/2026,,2025-08-26,018,05,1,,0186369,DR,4592.28,CMC,4,202523800158049,
202523800033,JVEFI,2025/2026,,2025-08-26,018,05,1,,0189518,DR,735.44,CMC,1,202523800158050,
202523800034,JVEFI,2025/2026,,2025-08-26,033,05,1,,0330000,DR,3174.08,CMC,1,202523800158051,
202523800035,JVEFI,2025/2026,,2025-08-26,018,05,1,,0182182,DR,2618.68,CMC,1,202523800158047,
202523800036,JVEFI,2025/2026,,2025-08-26,041,05,1,,0410900,DR,947.56,CMC,1,202523800158052,
202523800037,JVFID,2025/2026,,2025-08-26,097,05,1,,,DR,712.69,JMU,1,202523800158054,
202523800038,JVFIR,2025/2026,,2025-08-26,097,05,1,,,DR,280092.23,JMT,1,202523800158053,
202523800039,JVFIR,2025/2026,,2025-08-26,097,05,1,,,DR,34075383.69,JMT,1,202523800158053,
202523800040,JVFIR,2025/2026,,2025-08-26,097,05,1,,,DR,1654762.93,JMT,1,202523800158053,
202523800041,JVIVI,2025/2026,,2025-08-26,006,05,1,,0060000,DR,4423.04,CMD,3,202523800158046,
202523800042,JVIVR,2025/2026,,2025-08-25,006,05,1,,0060000,CR,366.11,CMF,1,202523700157999,
202523800043,TDINT,2025/2026,,2025-08-25,006,05,1,,0060000,CR,3998054.80,COQ,19,202523700158003,
202523800044,TI001,2025/2026,,2025-08-25,097,05,1,,,DR,4000000000.00,JOM,4,202523700158022,
202523800045,TI003,2025/2026,,2025-08-25,097,05,1,,,DR,4379310000.00,JOO,3,202523700158023,
202523800046,TI004,2025/2026,,2025-08-25,097,05,1,,,DR,3400000000.00,JOP,3,202523700158024,
202523800047,TI010,2025/2026,,2025-08-25,097,05,1,,,DR,1475862000.00,JOL,4,202523700158016,
202523800048,TI815,2025/2026,,2025-08-25,097,05,1,,,DR,1344828000.00,JOT,3,202523700158025,
202523800049,TI869,2025/2026,,2025-08-25,097,05,1,,,DR,600000000.00,JOU,1,202523700158026,
202523800050,TI999,2025/2026,,2025-08-25,097,05,1,,,DR,3890000000.00,JOY,7,202523700158027,
202523800051,TM001,2025/2026,,2025-08-25,097,05,1,,,DR,2196721000.00,JPE,4,202523700158029,
