Accounting-Control-Number-Numéro-contrôle-comptable,Journal-Voucher-Type-Code-Code-du-type-de-pièce-de-journal,Fiscal-Year-Année-Fiscale,Journal-Voucher-Identifier-Identificateur-de-la-pièce-de-journal,Accounting-Effective-Date-Date-d'entrée-en-vigueur-comptable,DepartmentNumber-Numéro-de-Ministère,Fiscal-Month-Mois-Fiscal,Journal-Voucher-Item-Identifier-Identificateur-de-l'item-de-la-pièce-de-journal,Financial-Coding-Block-Bloc-de-codage-financier,Subleger-Account-Identifier-Compte-du-grand-livre-auxiliaire,Credit/Debit-Code-Code-Crédit/Débit,Journal-Voucher-Item-Amount-Montant-de-l'item-de-la-pièce-de-journal,Control-Data-Type-Type-de-données-de-contrôle,Accounting-Summary-Transaction-Line-Count-Sommaire-comptable-transaction-compte-ligne,GBS-Control-Number-Numéro-de-contrôle-du-SBG,General-Ledger-Account-Code-Code-du-compte-du-grand-livre-général
202509100000,RDPCM,2024/2025,,2025-04-01,097,12,1,3615000,,DR,4350052361.64,JMZ,1,202509100150880,
202509100075,JVEFI,2025/2026,,2025-04-01,035,01,1,,0350000,CR,24804.39,CMC,1,202509100151015,
202509100076,JVEFI,2025/2026,,2025-04-01,018,01,1,,0180152,CR,764.33,CMC,1,202509100151008,
202509100077,JVEFI,2025/2026,,2025-04-01,018,01,1,,0181941,CR,1923.29,CMC,1,202509100151009,
202509100078,JVEFI,2025/2026,,2025-04-01,018,01,1,,0183330,DR,18512.87,CMC,1,202509100151010,
202509100079,JVEFI,2025/2026,,2025-04-01,018,01,1,,0186369,CR,428971.73,CMC,4,202509100151011,
202509100080,JVEFI,2025/2026,,2025-04-01,018,01,1,,0189518,CR,1107.53,CMC,1,202509100151012,
202509100081,JVEFI,2025/2026,,2025-04-01,005,01,1,,0050054,DR,7425.46,CMC,5,202509100150968,
202509100082,JVEFI,2025/2026,,2025-04-01,007,01,1,,0070099,DR,745.84,CMC,1,202509100150978,
202509100083,JVEFI,2025/2026,,2025-04-01,030,01,1,,0301612,DR,1819.49,CMC,1,202509100151014,
202509100084,JVEFI,2025/2026,,2025-04-01,086,01,1,,0860100,DR,6495.99,CMC,2,202509100151017,
202509100085,JVEFI,2025/2026,,2025-04-01,088,01,1,,0880880,DR,580.11,CMC,1,202509100151018,
202509100086,JVEFI,2025/2026,,2025-04-01,163,01,1,,1634019,DR,21497.18,CMC,2,202509100151075,
202509100087,JVFID,2025/2026,,2025-04-01,097,01,1,,,DR,1354.36,JMU,1,202509100151023,
202509100088,JVFIR,2025/2026,,2025-04-01,097,01,1,,,DR,24910883.31,JMT,1,202509100151022,
202509100089,JVFIR,2025/2026,,2025-04-01,097,01,1,,,DR,58300638.32,JMT,1,202509100151022,
202509100090,JVFIR,2025/2026,,2025-04-01,097,01,1,,,DR,15572967.52,JMT,1,202509100151022,
202509100092,JVIVI,2025/2026,,2025-04-01,006,01,1,,0060000,DR,7036.56,CMD,3,202509100150972,
202509200000,CADJU,2024/2025,,2025-04-02,127,12,1,8561000,1270000,CR,868.01,COF,1,202509200150965,
202509200001,CGAGR,2024/2025,,2025-04-02,127,12,1,8861000,1270000,DR,42080.48,COH,1,202509200150966,
202509200002,CRCPA,2025/2026,,2025-04-02,122,01,1,8761000,1220000,DR,5305.18,COK,1,202509200151128,
202509200003,CRCPA,2025/2026,,2025-04-02,122,01,1,8761000,1220000,DR,47.65,COK,1,202509200151128,
202509200004,EPAYR,2025/2026,,2025-04-01,097,01,1,,,DR,7281117.94,JMR,14,202509100151021,
202509200005,JVBDP,2025/2026,,2025-04-01,097,01,1,,,DR,12341441237.23,JMY,66,202509100151025,
202509200006,JVBRC,2025/2026,,2025-04-01,006,01,1,,0060000,DR,389062500.00,CMJ,1,202509100150975,
202509200007,JVBRT,2025/2026,,2025-04-01,006,01,1,,0060000,DR,118420000.00,CMT,1,202509100150976,
202509200008,JVRDI,2025/2026,,2025-04-01,006,01,1,,0060000,DR,11875073222.56,CMI,18,202509100150974,
202509200009,JVRGI,2025/2026,,2025-04-01,097,01,1,,,DR,1781051684.94,JMG,45,202509100151019,
202509200010,RDBOA,2025/2026,,2025-04-01,097,01,1,,,DR,98391031.38,JND,3,202509100151027,
202509200011,JVLVP,2025/2026,,2025-04-01,097,01,1,,,DR,8361761507.02,JML,2,202509100151020,
202509200012,ADEPT,2025/2026,,2025-04-01,014,01,1,,0140817,DR,1000.00,COK,1,202509100150979,
202509200013,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147000,DR,3095.80,COK,3,202509100150980,
202509200014,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147002,DR,1772.20,COK,1,202509100150981,
202509200015,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147004,DR,39948.31,COK,27,202509100150982,
202509200016,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147005,DR,22231.08,COK,22,202509100150983,
202509200017,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147006,DR,6839.96,COK,6,202509100150984,
202509200018,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147007,DR,3969.63,COK,6,202509100150985,
202509200019,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147008,DR,1654.55,COK,1,202509100150986,
202509200020,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147009,DR,3242.45,COK,3,202509100150987,
202509200021,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147010,DR,3378.04,COK,5,202509100150988,
202509200022,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147011,DR,10752.05,COK,13,202509100150989,
202509200023,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147012,DR,5084.60,COK,3,202509100150990,
202509200024,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147016,DR,18.05,COK,1,202509100150991,
202509200025,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147020,DR,1602.71,COK,4,202509100150992,
202509200026,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147022,DR,1890.24,COK,7,202509100150993,
202509200027,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147025,DR,14553.92,COK,22,202509100150994,
202509200028,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147026,DR,1948.91,COK,2,202509100150995,
202509200029,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147027,DR,7921.14,COK,14,202509100150996,
202509200030,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147028,DR,1059.58,COK,2,202509100150997,
202509200031,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147029,DR,2533.74,COK,4,202509100150998,
202509200032,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147030,DR,3731.02,COK,6,202509100150999,
202509200033,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147031,DR,8409.10,COK,12,202509100151000,
202509200034,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147036,DR,1944.98,COK,4,202509100151001,
202509200035,ADEPT,2025/2026,,2025-04-01,014,01,1,,0147462,DR,15261.47,COK,3,202509100151002,
202509200036,ADEPT,2025/2026,,2025-04-01,014,01,1,,0148444,DR,2524.00,COK,2,202509100151003,
202509200037,ADEPT,2025/2026,,2025-04-01,014,01,1,,0148455,DR,4833.00,COK,4,202509100151004,
202509200038,ADEPT,2025/2026,,2025-04-01,014,01,1,,0148460,DR,474.00,COK,1,202509100151005,
202509200039,ADEPT,2025/2026,,2025-04-01,014,01,1,,0148477,DR,2814.00,COK,3,202509100151006,
202509200040,ADEPT,2025/2026,,2025-04-01,014,01,1,,0148488,DR,714.00,COK,1,202509100151007,
202509200041,ADEPT,2025/2026,,2025-04-01,018,01,1,,0188743,DR,591.75,COK,1,202509100151013,
202509200042,ADEPT,2025/2026,,2025-04-01,079,01,1,,0794223,DR,1916.14,COK,1,202509100151016,
202509200043,ADEPT,2025/2026,,2025-04-01,122,01,1,,1220380,DR,77.43,COK,1,202509100151036,
202509200044,ADEPT,2025/2026,,2025-04-01,122,01,1,,1220382,DR,9069.89,COK,9,202509100151037,
202509200045,ADEPT,2025/2026,,2025-04-01,122,01,1,,1220580,DR,512.31,COK,3,202509100151038,
202509200046,ADEPT,2025/2026,,2025-04-01,122,01,1,,1220581,DR,605.80,COK,7,202509100151039,
202509200047,ADEPT,2025/2026,,2025-04-01,122,01,1,,1220583,DR,546.15,COK,2,202509100151040,
202509200048,ADEPT,2025/2026,,2025-04-01,122,01,1,,1220681,DR,1178.00,COK,1,202509100151041,
202509200049,ADEPT,2025/2026,,2025-04-01,122,01,1,,1220691,DR,133.75,COK,1,202509100151042,
202509200050,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221490,DR,835.86,COK,4,202509100151043,
202509200051,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221491,DR,773.00,COK,3,202509100151044,
202509200052,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221494,DR,3808.80,COK,38,202509100151045,
202509200053,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221497,DR,1106.88,COK,10,202509100151046,
202509200054,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221500,DR,179.17,COK,2,202509100151047,
202509200055,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221560,DR,3629.20,COK,2,202509100151048,
202509200056,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221570,DR,194.30,COK,1,202509100151049,
202509200057,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221583,DR,100.00,COK,1,202509100151050,
202509200058,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221585,DR,1514.75,COK,7,202509100151051,
202509200059,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221586,DR,129.87,COK,1,202509100151052,
202509200060,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221587,DR,142.25,COK,1,202509100151053,
202509200061,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221887,DR,8929.22,COK,18,202509100151054,
202509200062,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221888,DR,860.28,COK,1,202509100151055,
202509200063,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221890,DR,3670.85,COK,5,202509100151056,
202509200064,ADEPT,2025/2026,,2025-04-01,122,01,1,,1221996,DR,1800.00,COK,2,202509100151057,
202509200065,ADEPT,2025/2026,,2025-04-01,122,01,1,,1222490,DR,794.21,COK,2,202509100151058,
202509200066,ADEPT,2025/2026,,2025-04-01,122,01,1,,1222492,DR,1096.63,COK,1,202509100151059,
202509200067,ADEPT,2025/2026,,2025-04-01,122,01,1,,1222509,DR,2723.59,COK,4,202509100151060,
202509200068,ADEPT,2025/2026,,2025-04-01,122,01,1,,1222512,DR,2245.10,COK,1,202509100151061,
202509200069,ADEPT,2025/2026,,2025-04-01,122,01,1,,1223416,DR,66.55,COK,1,202509100151062,
202509200070,ADEPT,2025/2026,,2025-04-01,122,01,1,,1223704,DR,182.45,COK,1,202509100151063,
202509200071,ADEPT,2025/2026,,2025-04-01,122,01,1,,1223822,DR,4785.10,COK,1,202509100151064,
202509200072,ADEPT,2025/2026,,2025-04-01,122,01,1,,1224391,DR,1132.17,COK,3,202509100151065,
202509200073,ADEPT,2025/2026,,2025-04-01,122,01,1,,1224394,DR,2624.77,COK,18,202509100151066,
202509200074,ADEPT,2025/2026,,2025-04-01,122,01,1,,1224395,DR,645.75,COK,3,202509100151067,
202509200075,ADEPT,2025/2026,,2025-04-01,122,01,1,,1224396,DR,122.00,COK,1,202509100151068,
202509200076,ADEPT,2025/2026,,2025-04-01,122,01,1,,1224493,DR,1845.33,COK,1,202509100151069,
202509200077,ADEPT,2025/2026,,2025-04-01,122,01,1,,1224794,DR,162.62,COK,1,202509100151070,
202509200078,ADEPT,2025/2026,,2025-04-01,122,01,1,,1224796,DR,162.00,COK,1,202509100151071,
202509200079,ADEPT,2025/2026,,2025-04-01,122,01,1,,1228198,DR,240.50,COK,1,202509100151072,
202509200080,ADEPT,2025/2026,,2025-04-01,122,01,1,,1228890,DR,603.35,COK,1,202509100151073,
202509200081,ADEPT,2025/2026,,2025-04-01,122,01,1,,1228891,DR,729.83,COK,1,202509100151074,
202509200082,DOMFR,2025/2026,,2025-04-01,122,01,1,,1221890,CR,619.75,COK,1,202509100151056,
202509200083,JVEFI,2025/2026,,2025-04-02,001,01,1,,0013020,DR,564.99,CMC,1,202509200151077,
202509200084,JVEFI,2025/2026,,2025-04-02,005,01,1,,0050054,DR,1449.04,CMC,2,202509200151079,
202509200085,JVEFI,2025/2026,,2025-04-02,005,01,1,,0050050,DR,6296.39,CMC,1,202509200151078,
202509200086,JVEFI,2025/2026,,2025-04-02,005,01,1,,0050054,CR,691.02,CMC,1,202509200151079,
202509200087,JVEFI,2025/2026,,2025-04-02,018,01,1,,0182350,CR,8728.50,CMC,1,202509200151105,
202509200088,JVEFI,2025/2026,,2025-04-02,021,01,1,,0210132,CR,4369.95,CMC,1,202509200151106,
202509200089,JVEFI,2025/2026,,2025-04-02,041,01,1,,0410900,CR,2141.84,CMC,1,202509200151108,
202509200090,JVEFI,2025/2026,,2025-04-02,005,01,1,,0050054,DR,2192.44,CMC,2,202509200151079,
202509200091,JVEFI,2025/2026,,2025-04-02,022,01,1,,0229000,DR,648.78,CMC,1,202509200151107,
202509200092,JVEFI,2025/2026,,2025-04-02,086,01,1,,0860100,CR,517.37,CMC,1,202509200151111,
202509200093,JVEFI,2025/2026,,2025-04-02,163,01,1,,1634019,CR,721.43,CMC,1,202509200151147,
202509200094,JVEFR,2025/2026,,2025-04-01,005,01,1,,0050054,DR,2210.40,CME,1,202509100150969,
202509200095,JVEFR,2025/2026,,2025-04-01,165,01,1,,1650165,CR,2326.84,CME,1,202509100151076,
202509200096,JVFID,2025/2026,,2025-04-02,097,01,1,,,DR,3000.19,JMU,1,202509200151117,
202509200097,JVFIR,2025/2026,,2025-04-02,097,01,1,,,DR,12760959.98,JMT,1,202509200151116,
202509200098,JVFIR,2025/2026,,2025-04-02,097,01,1,,,DR,17498821.03,JMT,1,202509200151116,
202509200099,JVFIR,2025/2026,,2025-04-02,097,01,1,,,DR,2187962.11,JMT,1,202509200151116,
202509200100,JVFRD,2025/2026,,2025-04-01,097,01,1,,,DR,14628.52,JMV,1,202509100151024,
202509200101,JVIVI,2025/2026,,2025-04-02,006,01,1,,0060000,CR,2270.98,CMD,3,202509200151080,
202509200102,JVIVR,2025/2026,,2025-04-01,006,01,1,,0060000,CR,256.37,CMF,1,202509100150973,
202509200103,JVRFI,2025/2026,,2025-04-02,097,01,1,,,DR,100.00,JMW,1,202509200151119,
202509200104,SUSPD,2025/2026,,2025-04-01,006,01,1,,0060000,CR,2141004.67,CMB,1,202509100150971,
202509200105,UNSPD,2025/2026,,2025-04-01,006,01,1,,0060000,DR,1210011.42,CMA,7,202509100150970,
202509200106,TDINT,2025/2026,,2025-04-01,006,01,1,,0060000,CR,2257260.26,COQ,10,202509100150977,
202509200107,TI002,2025/2026,,2025-04-01,097,01,1,,,DR,1200000000.00,JON,1,202509100151028,
202509200108,TI219,2025/2026,,2025-04-01,097,01,1,,,DR,800000000.00,JOS,1,202509100151029,
202509200109,TI999,2025/2026,,2025-04-01,097,01,1,,,DR,1000000000.00,JOY,1,202509100151030,
202509200110,TM001,2025/2026,,2025-04-01,097,01,1,,,DR,200000000.00,JPE,1,202509100151032,
202509200111,TM002,2025/2026,,2025-04-01,097,01,1,,,DR,4700000000.00,JPF,1,202509100151033,
202509200112,TM010,2025/2026,,2025-04-01,097,01,1,,,DR,6900000000.00,JPD,2,202509100151031,
202509200113,TM219,2025/2026,,2025-04-01,097,01,1,,,DR,550000000.00,JPK,3,202509100151034,
202509200114,TM999,2025/2026,,2025-04-01,097,01,1,,,DR,3500000000.00,JPQ,3,202509100151035,
202509200115,RGEPA,2025/2026,,2025-04-01,097,01,1,,,DR,1427114264.96,JMZ,1,202509100151026,
202509300000,CRCPA,2025/2026,,2025-04-03,006,01,1,8761000,0060000,DR,161.27,COK,1,202509300151153,
202509300001,CRCPA,2025/2026,,2025-04-03,006,01,1,8761000,0060000,DR,10.48,COK,1,202509300151153,
202509300002,CRCPA,2025/2026,,2025-04-03,006,01,1,8761000,0060000,DR,161.27,COK,1,202509300151153,
202509300003,RGEIC,2024/2025,,2025-04-03,097,12,1,3615000,,CR,1312585.33,JNC,1,202509300150967,
202509300004,EPAYR,2025/2026,,2025-04-02,097,01,1,,,DR,10622976.73,JMR,14,202509200151115,
202509300005,JVBDP,2025/2026,,2025-04-02,097,01,1,,,DR,4958302055.48,JMY,60,202509200151120,
202509300006,JVBRT,2025/2026,,2025-04-02,006,01,1,,0060000,DR,374090000.00,CMT,1,202509200151083,
202509300007,JVRDI,2025/2026,,2025-04-02,006,01,1,,0060000,DR,118973.27,CMI,11,202509200151082,
202509300008,JVRGI,2025/2026,,2025-04-02,097,01,1,,,DR,3402084020.34,JMG,32,202509200151113,
202509300009,RDBOA,2025/2026,,2025-04-02,097,01,1,,,DR,32439453.67,JND,3,202509200151122,
202509300010,JVLVP,2025/2026,,2025-04-02,097,01,1,,,DR,3277643752.87,JML,3,202509200151114,
202509300011,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147004,DR,5555.02,COK,7,202509200151085,
202509300012,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147005,DR,13875.05,COK,13,202509200151086,
202509300013,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147006,DR,727.67,COK,1,202509200151087,
202509300014,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147007,DR,2902.20,COK,4,202509200151088,
202509300015,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147008,DR,6316.42,COK,5,202509200151089,
202509300016,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147010,DR,1225.10,COK,1,202509200151090,
202509300017,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147011,DR,2410.77,COK,2,202509200151091,
202509300018,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147012,DR,228.03,COK,1,202509200151092,
202509300019,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147021,DR,564.60,COK,1,202509200151093,
202509300020,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147025,DR,4878.97,COK,5,202509200151094,
202509300021,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147026,DR,3053.47,COK,5,202509200151095,
202509300022,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147027,DR,8618.67,COK,7,202509200151096,
202509300023,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147028,DR,53.57,COK,1,202509200151097,
202509300024,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147029,DR,726.53,COK,1,202509200151098,
202509300025,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147030,DR,760.75,COK,1,202509200151099,
202509300026,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147031,DR,1140.52,COK,3,202509200151100,
202509300027,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147036,DR,2345.56,COK,3,202509200151101,
202509300028,ADEPT,2025/2026,,2025-04-02,014,01,1,,0147503,DR,494.18,COK,1,202509200151102,
202509300029,ADEPT,2025/2026,,2025-04-02,014,01,1,,0148455,DR,9044.00,COK,2,202509200151103,
202509300030,ADEPT,2025/2026,,2025-04-02,014,01,1,,0148460,DR,2276.00,COK,2,202509200151104,
202509300031,ADEPT,2025/2026,,2025-04-02,079,01,1,,0794223,DR,1503.26,COK,1,202509200151109,
202509300032,ADEPT,2025/2026,,2025-04-02,079,01,1,,0794225,DR,1807.01,COK,1,202509200151110,
202509300033,ADEPT,2025/2026,,2025-04-02,122,01,1,,1220382,DR,1375.00,COK,2,202509200151129,
202509300034,ADEPT,2025/2026,,2025-04-02,122,01,1,,1220581,DR,1337.49,COK,6,202509200151130,
202509300035,ADEPT,2025/2026,,2025-04-02,122,01,1,,1220583,DR,60.00,COK,1,202509200151131,
202509300036,ADEPT,2025/2026,,2025-04-02,122,01,1,,1220691,DR,187.75,COK,1,202509200151132,
202509300037,ADEPT,2025/2026,,2025-04-02,122,01,1,,1221491,DR,325.00,COK,1,202509200151133,
202509300038,ADEPT,2025/2026,,2025-04-02,122,01,1,,1221493,DR,85.00,COK,1,202509200151134,
202509300039,ADEPT,2025/2026,,2025-04-02,122,01,1,,1221494,DR,650.17,COK,5,202509200151135,
202509300040,ADEPT,2025/2026,,2025-04-02,122,01,1,,1221500,DR,289.53,COK,2,202509200151136,
202509300041,ADEPT,2025/2026,,2025-04-02,122,01,1,,1221569,DR,228.78,COK,1,202509200151137,
202509300042,ADEPT,2025/2026,,2025-04-02,122,01,1,,1221585,DR,222.15,COK,1,202509200151138,
202509300043,ADEPT,2025/2026,,2025-04-02,122,01,1,,1221887,DR,4280.74,COK,6,202509200151139,
202509300044,ADEPT,2025/2026,,2025-04-02,122,01,1,,1222509,DR,31.76,COK,1,202509200151140,
202509300045,ADEPT,2025/2026,,2025-04-02,122,01,1,,1223416,DR,941.47,COK,1,202509200151141,
202509300046,ADEPT,2025/2026,,2025-04-02,122,01,1,,1224391,DR,402.00,COK,2,202509200151142,
202509300047,ADEPT,2025/2026,,2025-04-02,122,01,1,,1224394,DR,786.80,COK,5,202509200151143,
202509300048,ADEPT,2025/2026,,2025-04-02,122,01,1,,1224395,DR,471.10,COK,1,202509200151144,
202509300049,ADEPT,2025/2026,,2025-04-02,122,01,1,,1224396,DR,140.00,COK,1,202509200151145,
202509300050,ADEPT,2025/2026,,2025-04-02,122,01,1,,1224794,DR,413.75,COK,1,202509200151146,
202509300051,DOMFR,2025/2026,,2025-04-02,122,01,1,,1221494,CR,85.00,COK,1,202509200151135,
202509300052,DOMFR,2025/2026,,2025-04-02,122,01,1,,1224391,CR,132.00,COK,1,202509200151142,
202509300053,JVEFI,2025/2026,,2025-04-03,005,01,1,,0050050,CR,18326.03,CMC,3,202509300151148,
202509300054,JVEFI,2025/2026,,2025-04-03,005,01,1,,0050054,CR,670.95,CMC,1,202509300151149,
202509300055,JVEFI,2025/2026,,2025-04-03,007,01,1,,0070099,CR,1047.07,CMC,1,202509300151154,
202509300056,JVEFI,2025/2026,,2025-04-03,030,01,1,,0300505,CR,24750.66,CMC,1,202509300151169,
202509300057,JVEFI,2025/2026,,2025-04-03,035,01,1,,0350000,CR,22625.40,CMC,5,202509300151172,
202509300058,JVEFI,2025/2026,,2025-04-03,054,01,1,,0540001,CR,1611.96,CMC,2,202509300151174,
202509300059,JVEFI,2025/2026,,2025-04-03,005,01,1,,0050050,CR,31171.65,CMC,4,202509300151148,
202509300060,JVEFI,2025/2026,,2025-04-03,005,01,1,,0050054,CR,7613.56,CMC,11,202509300151149,
202509300061,JVEFI,2025/2026,,2025-04-03,018,01,1,,0180105,CR,8896.25,CMC,2,202509300151157,
202509300062,JVEFI,2025/2026,,2025-04-03,018,01,1,,0182182,CR,298902.44,CMC,5,202509300151158,
202509300063,JVEFI,2025/2026,,2025-04-03,018,01,1,,0182184,CR,67615.13,CMC,5,202509300151159,
202509300064,JVEFI,2025/2026,,2025-04-03,018,01,1,,0182203,CR,33699.69,CMC,1,202509300151160,
202509300065,JVEFI,2025/2026,,2025-04-03,018,01,1,,0183048,CR,1441.22,CMC,1,202509300151161,
202509300066,JVEFI,2025/2026,,2025-04-03,018,01,1,,0183372,CR,888.15,CMC,1,202509300151163,
202509300067,JVEFI,2025/2026,,2025-04-03,018,01,1,,0186369,CR,17291.71,CMC,4,202509300151164,
202509300068,JVEFI,2025/2026,,2025-04-03,018,01,1,,0186399,CR,1930.99,CMC,1,202509300151165,
202509300069,JVEFI,2025/2026,,2025-04-03,018,01,1,,0186795,CR,5897.03,CMC,1,202509300151166,
202509300070,JVEFI,2025/2026,,2025-04-03,018,01,1,,0188407,CR,2189.70,CMC,1,202509300151167,
202509300071,JVEFI,2025/2026,,2025-04-03,018,01,1,,0189518,CR,16343.14,CMC,3,202509300151168,
202509300072,JVEFI,2025/2026,,2025-04-03,033,01,1,,0330000,CR,3949.21,CMC,3,202509300151171,
202509300073,JVEFI,2025/2026,,2025-04-03,005,01,1,,0050054,DR,10585.55,CMC,10,202509300151149,
202509300074,JVEFI,2025/2026,,2025-04-03,006,01,1,,0060000,CR,3160.33,CMC,2,202509300151151,
202509300075,JVEFI,2025/2026,,2025-04-03,007,01,1,,0070099,CR,11801.04,CMC,1,202509300151154,
202509300076,JVEFI,2025/2026,,2025-04-03,009,01,1,,0090009,CR,687.05,CMC,1,202509300151155,
202509300077,JVEFI,2025/2026,,2025-04-03,011,01,1,,0110000,CR,748.05,CMC,1,202509300151156,
202509300078,JVEFI,2025/2026,,2025-04-03,018,01,1,,0182184,CR,26304.99,CMC,2,202509300151159,
202509300079,JVEFI,2025/2026,,2025-04-03,018,01,1,,0183330,DR,929.88,CMC,1,202509300151162,
202509300080,JVEFI,2025/2026,,2025-04-03,018,01,1,,0186369,CR,38488.27,CMC,1,202509300151164,
202509300081,JVEFI,2025/2026,,2025-04-03,030,01,1,,0302201,CR,1159.18,CMC,1,202509300151170,
202509300082,JVEFI,2025/2026,,2025-04-03,039,01,1,,0390000,CR,516.18,CMC,1,202509300151173,
202509300083,JVEFI,2025/2026,,2025-04-03,067,01,1,,0670067,CR,2411.46,CMC,1,202509300151175,
202509300084,JVEFI,2025/2026,,2025-04-03,086,01,1,,0860100,CR,6407.14,CMC,3,202509300151176,
202509300085,JVEFI,2025/2026,,2025-04-03,163,01,1,,1634019,CR,14259.47,CMC,1,202509300151179,
202509300086,JVFID,2025/2026,,2025-04-03,097,01,1,,,DR,1608.86,JMU,1,202509300151178,
202509300087,JVFIR,2025/2026,,2025-04-03,097,01,1,,,DR,7480016.48,JMT,1,202509300151177,
202509300088,JVFIR,2025/2026,,2025-04-03,097,01,1,,,DR,30184576.69,JMT,1,202509300151177,
202509300089,JVFIR,2025/2026,,2025-04-03,097,01,1,,,DR,10436302.22,JMT,1,202509300151177,
202509300090,JVFRD,2025/2026,,2025-04-02,097,01,1,,,DR,177.79,JMV,1,202509200151118,
202509300091,JVIVI,2025/2026,,2025-04-03,006,01,1,,0060000,CR,12424.29,CMD,3,202509300151152,
202509300092,JVIVR,2025/2026,,2025-04-02,006,01,1,,0060000,DR,8.40,CMF,1,202509200151081,
202509300093,SUSPD,2025/2026,,2025-04-03,006,01,1,,0060000,CR,82489861.07,CMB,6,202509300151150,
202509300094,TDINT,2025/2026,,2025-04-02,006,01,1,,0060000,CR,224821.91,COQ,3,202509200151084,
202509300095,TI002,2025/2026,,2025-04-02,097,01,1,,,DR,1100000000.00,JON,1,202509200151123,
202509300096,TI010,2025/2026,,2025-04-02,097,01,1,,,DR,1100000000.00,JOL,1,202509200151112,
202509300097,TI219,2025/2026,,2025-04-02,097,01,1,,,DR,800000000.00,JOS,1,202509200151124,
202509300098,TM002,2025/2026,,2025-04-02,097,01,1,,,DR,1200000000.00,JPF,1,202509200151125,
202509300099,TM219,2025/2026,,2025-04-02,097,01,1,,,DR,800000000.00,JPK,1,202509200151126,
202509300100,TM999,2025/2026,,2025-04-02,097,01,1,,,DR,1000000000.00,JPQ,1,202509200151127,
202509300101,RGEPA,2025/2026,,2025-04-02,097,01,1,,,DR,3084778672.91,JMZ,1,202509200151121,
202509400000,CRCPA,2025/2026,,2025-04-04,006,01,1,8761000,0060000,DR,161.27,COK,1,202509400151180,
202509400001,EPAYR,2025/2026,,2025-04-03,097,01,1,,,DR,1640039.52,JMR,17,202509300151222,
202509400002,JVBDP,2025/2026,,2025-04-03,097,01,1,,,DR,12449248692.91,JMY,81,202509300151224,
202509400003,JVBRT,2025/2026,,2025-04-03,006,01,1,,0060000,DR,511356.14,CMT,1,202509300151188,
202509400004,JVRDI,2025/2026,,2025-04-03,006,01,1,,0060000,DR,567063212.30,CMI,14,202509300151187,
202509400005,JVRGI,2025/2026,,2025-04-03,097,01,1,,,DR,2472351234.99,JMG,50,202509300151220,
